No,Date,SO2,NOx,RSPM,SPM,AQI
1,18-06-2015,10,14,43,115,43
2,22-06-2015,10,12,40,88,40
3,25-06-2015,9,12,36,81,36
4,29-06-2015,11,16,51,133,51
5,02-07-2015,11,17,55,146,55
6,06-07-2015,13,19,57,147,57
7,09-07-2015,12,19,53,135,53
8,13-07-2015,13,20,60,155,60
9,16-07-2015,12,18,54,140,54
10,20-07-2015,10,16,51,125,51
11,23-07-2015,9,14,47,114,47
12,27-07-2015,8,12,42,102,42
13,30-07-2015,7,11,35,87,35
14,03-08-2015,8,11,41,97,41
15,06-08-2015,8,12,43,102,43
16,10-08-2015,8,13,48,108,48
17,13-08-2015,9,13,51,115,51
18,17-08-2015,10,16,54,122,54
19,20-08-2015,10,17,57,130,57
20,24-08-2015,11,19,58,132,58
21,27-08-2015,11,19,62,141,62
22,31-08-2015,12,20,65,150,65
23,03-09-2015,12,21,67,159,67
24,07-09-2015,13,22,67,154,67
25,10-09-2015,12,20,68,150,68
26,14-09-2015,14,24,72,165,72
27,17-09-2015,14,25,75,172,75
28,21-09-2015,15,26,76,174,76
29,24-09-2015,15,26,73,173,73
30,28-09-2015,15,26,66,146,66
31,01-10-2015,15,28,72,163,72
32,05-10-2015,15,26,74,158,74
33,08-10-2015,16,27,72,162,72
34,12-10-2015,13,24,67,143,67
35,15-10-2015,14,25,69,151,69
36,19-10-2015,14,27,69,152,69
37,22-10-2015,15,27,72,166,72
38,26-10-2015,16,30,74,157,74
39,29-10-2015,16,31,76,165,76
40,02-11-2015,16,30,73,160,73
41,05-11-2015,16,31,76,167,76
42,09-11-2015,17,38,81,174,81
43,19-11-2015,11,24,61,137,61
44,23-11-2015,11,26,62,141,62
45,26-11-2015,12,27,65,149,65
46,30-11-2015,12,27,67,151,67
47,03-12-2015,12,27,69,155,69
48,07-12-2015,13,29,72,163,72
49,10-12-2015,13,30,78,154,78
50,14-12-2015,13,29,71,166,71
51,17-12-2015,13,30,74,173,74
52,21-12-2015,14,31,72,169,72
53,24-12-2015,14,31,69,171,69
54,28-12-2015,15,32,69,167,69
55,31-12-2015,15,33,73,178,73
56,04-01-2016,16,35,72,176,72
57,07-01-2016,15,33,68,161,68
58,11-01-2016,17,36,69,167,69
59,14-01-2016,17,37,73,176,73
60,18-01-2016,17,33,76,185,76
61,21-01-2016,17,31,70,172,70
62,25-01-2016,16,30,66,165,66
63,28-01-2016,15,28,61,151,61
64,01-02-2016,14,26,63,160,63
65,04-02-2016,14,25,59,148,59
66,08-02-2016,14,24,67,175,67
67,11-02-2016,13,24,60,153,60
68,15-02-2016,10,20,59,157,59
69,18-02-2016,11,21,63,168,63
70,22-02-2016,12,22,66,176,66
71,25-02-2016,10,21,68,179,68
72,29-02-2016,14,23,69,189,69
73,03-03-2016,12,21,60,158,60
74,07-03-2016,11,19,58,150,58
75,10-03-2016,11,18,56,142,56
76,14-03-2016,9,21,60,154,60
77,17-03-2016,12,21,64,165,64
78,21-03-2016,12,22,65,170,65
79,24-03-2016,12,23,69,178,69
80,28-03-2016,13,24,74,191,74
81,31-03-2016,13,25,77,201,77
82,04-04-2016,11,20,65,156,65
83,07-04-2016,13,23,72,175,72
84,11-04-2016,13,25,70,177,70
85,14-04-2016,13,25,74,186,74
86,18-04-2016,14,26,76,194,76
87,21-04-2016,14,27,83,206,83
88,25-04-2016,15,28,65,161,65
89,28-04-2016,15,28,69,172,69
90,02-06-2016,11,19,50,115,50
91,06-06-2016,11,18,48,108,48
92,09-06-2016,11,17,46,100,46
93,13-06-2016,12,22,55,125,55
94,16-06-2016,11,19,53,119,53
95,20-06-2016,13,25,63,138,63
96,27-06-2016,9,19,50,104,50
97,30-06-2016,7,16,46,98,46
98,04-07-2016,12,12,42,85,42
99,07-07-2016,6,12,38,77,38
100,11-07-2016,5,10,33,69,33
101,14-07-2016,6,11,42,88,42
102,18-07-2016,7,13,48,104,48
103,21-07-2016,7,14,50,110,50
104,25-07-2016,7,14,53,119,53
105,28-07-2016,7,15,56,131,56
106,08-08-2016,8,16,58,142,58
107,11-08-2016,8,17,60,150,60
108,15-08-2016,9,19,63,154,63
109,18-08-2016,8,16,56,138,56
110,22-08-2016,10,20,65,133,65
111,25-08-2016,10,21,71,152,71
112,29-08-2016,11,20,73,158,73
113,01-09-2016,12,21,76,166,76
114,05-09-2016,12,21,76,173,76
115,08-09-2016,11,19,70,160,70
116,12-09-2016,11,19,74,168,74
117,15-09-2016,11,20,76,176,76
118,19-09-2016,11,18,69,160,69
119,22-09-2016,10,16,60,143,60
120,26-09-2016,9,14,57,119,57
121,29-09-2016,9,14,52,109,52
122,03-10-2016,10,16,51,110,51
123,06-10-2016,11,17,54,116,54
124,10-10-2016,9,14,50,104,50
125,13-10-2016,9,14,51,108,51
126,17-10-2016,9,15,51,108,51
127,20-10-2016,10,15,53,115,53
128,24-10-2016,10,16,58,128,58
129,27-10-2016,11,19,66,147,66
130,31-10-2016,9,14,52,109,52
131,03-11-2016,9,13,49,102,49
132,07-11-2016,8,15,47,98,47
133,10-11-2016,8,14,43,91,43
134,14-11-2016,8,13,47,98,47
135,17-11-2016,8,14,50,106,50
136,21-11-2016,9,15,53,113,53
137,24-11-2016,9,15,56,119,56
138,28-11-2016,9,16,58,124,58
139,01-12-2016,10,17,60,130,60
140,05-12-2016,11,21,64,136,64
141,08-12-2016,11,21,66,143,66
142,12-12-2016,11,22,69,153,69
143,15-12-2016,12,22,69,150,69
144,19-12-2016,12,23,70,156,70
145,22-12-2016,13,24,73,164,73
146,26-12-2016,13,24,73,165,73
147,29-12-2016,13,25,75,171,75
148,02-01-2017,10,16,69,157,69
149,05-01-2017,10,16,73,157,73
150,09-01-2017,15,31,70,174,70
151,12-01-2017,16,32,73,180,73
152,16-01-2017,15,27,57,148,57
153,19-01-2017,14,27,53,141,53
154,23-01-2017,15,28,58,157,58
155,26-01-2017,15,27,52,137,52
156,30-01-2017,16,31,62,166,62
157,02-02-2017,15,30,57,156,57
158,06-02-2017,13,25,55,152,55
159,09-02-2017,14,25,58,157,58
160,13-02-2017,13,23,53,147,53
161,16-02-2017,14,25,57,157,57
162,20-02-2017,14,25,61,169,61
163,23-02-2017,15,27,66,182,66
164,27-02-2017,18,32,69,178,69
165,02-03-2017,16,30,63,166,63
166,06-03-2017,16,30,66,175,66
167,09-03-2017,16,29,63,168,63
168,13-03-2017,16,31,85,203,85
169,16-03-2017,15,29,75,185,75
170,20-03-2017,16,30,66,177,66
171,23-03-2017,15,28,64,169,64
172,27-03-2017,14,27,62,164,62
173,30-03-2017,15,28,72,186,72
174,03-04-2017,15,29,76,203,76
175,06-04-2017,14,27,74,196,74
176,10-04-2017,14,27,77,206,77
177,13-04-2017,15,29,80,217,80
178,17-04-2017,15,29,83,231,83
179,20-04-2017,13,26,78,217,78
180,24-04-2017,14,27,78,194,78
181,27-04-2017,15,30,81,201,81
182,01-05-2017,13,23,67,169,67
183,04-05-2017,11,21,54,122,54
184,08-05-2017,12,21,59,144,59
185,11-05-2017,13,22,62,155,62
186,15-05-2017,12,20,58,133,58
187,18-05-2017,13,24,62,142,62
188,22-05-2017,15,26,70,161,70
189,25-05-2017,16,30,73,170,73
190,29-05-2017,14,26,58,143,58
191,01-06-2017,13,23,51,131,51
192,05-06-2017,15,27,71,144,71
193,08-06-2017,14,25,67,132,67
194,12-06-2017,13,23,47,104,47
195,15-06-2017,11,21,39,92,39
196,19-06-2017,15,26,58,124,58
197,22-06-2017,14,25,50,108,50
198,26-06-2017,13,22,52,104,52
199,29-06-2017,10,19,33,70,33
200,03-07-2017,12,24,49,92,49
201,06-07-2017,14,25,51,102,51
202,10-07-2017,16,28,55,107,55
203,13-07-2017,11,19,41,79,41
204,17-07-2017,10,19,32,56,32
205,20-07-2017,6,15,35,60,35
206,24-07-2017,10,20,42,70,42
207,27-07-2017,10,18,42,69,42
208,31-07-2017,10,18,39,69,39
209,03-08-2017,10,18,41,73,41
210,07-08-2017,10,16,40,71,40
211,10-08-2017,12,19,46,79,46
212,14-08-2017,13,20,51,88,51
213,17-08-2017,11,16,42,74,42
214,21-08-2017,12,18,39,62,39
215,24-08-2017,10,16,33,53,33
216,28-08-2017,9,14,31,55,31
217,31-08-2017,10,16,33,58,33
218,04-09-2017,9,15,30,58,30
219,07-09-2017,8,13,29,53,29
220,11-09-2017,10,12,44,85,44
221,14-09-2017,9,11,42,78,42
222,18-09-2017,13,15,57,105,57
223,21-09-2017,11,11,46,79,46
224,25-09-2017,10,13,42,71,42
225,28-09-2017,13,16,54,92,54
226,02-10-2017,11,16,55,105,55
227,05-10-2017,10,14,51,85,51
228,09-10-2017,10,14,44,82,44
229,12-10-2017,11,16,51,92,51
230,16-10-2017,13,20,60,85,60
231,19-10-2017,15,22,65,115,65
232,23-10-2017,12,22,70,156,70
233,26-10-2017,11,20,59,126,59
234,30-10-2017,13,16,60,114,60
235,02-11-2017,15,19,66,129,66
236,06-11-2017,9,15,53,107,53
237,09-11-2017,10,16,59,122,59
238,13-11-2017,10,14,51,103,51
239,16-11-2017,12,16,63,118,63
240,20-11-2017,9,14,54,96,54
241,23-11-2017,11,17,60,115,60
242,27-11-2017,10,18,52,113,52
243,30-11-2017,11,19,57,122,57
244,04-12-2017,8,14,42,85,42
245,07-12-2017,9,15,47,102,47
246,11-12-2017,10,19,56,135,56
247,14-12-2017,10,22,62,142,62
248,18-12-2017,11,23,69,158,69
249,21-12-2017,12,25,72,168,72
250,25-12-2017,13,25,74,172,74
251,28-12-2017,13,26,76,181,76
252,01-01-2018,15,30,78,191,78
253,04-01-2018,16,32,81,204,81
254,08-01-2018,17,34,83,214,83
255,11-01-2018,16,32,78,201,78
256,15-01-2018,18,34,85,216,85
257,18-01-2018,19,36,88,228,88
258,22-01-2018,17,32,82,197,82
259,25-01-2018,16,31,77,184,77
260,29-01-2018,16,32,76,201,76
261,01-02-2018,16,31,74,190,74
262,05-02-2018,19,36,82,219,82
263,08-02-2018,15,32,76,199,76
264,12-02-2018,15,28,67,169,67
265,15-02-2018,14,26,64,160,64
266,19-02-2018,12,20,63,154,63
267,22-02-2018,13,22,67,166,67
268,26-02-2018,14,24,70,181,70
269,01-03-2018,16,27,80,204,80
270,05-03-2018,14,22,64,153,64
271,08-03-2018,15,23,67,164,67
272,12-03-2018,13,21,61,154,61
273,15-03-2018,14,23,57,159,57
274,19-03-2018,13,24,69,208,69
275,22-03-2018,14,25,74,219,74
276,26-03-2018,14,27,78,234,78
277,29-03-2018,15,27,81,246,81
278,02-04-2018,13,24,72,213,72
279,05-04-2018,16,30,80,269,80
280,09-04-2018,12,23,71,216,71
281,12-04-2018,13,24,76,228,76
282,16-04-2018,13,25,78,235,78
283,19-04-2018,14,26,81,244,81
284,23-04-2018,15,27,68,208,68
285,26-04-2018,15,28,73,221,73
286,30-04-2018,12,23,63,194,63
287,03-05-2018,14,25,69,210,69
288,07-05-2018,12,21,70,190,70
289,10-05-2018,13,24,65,200,65
290,14-05-2018,12,21,67,155,67
291,17-05-2018,10,17,60,141,60
292,21-05-2018,11,19,63,143,63
293,24-05-2018,10,18,59,128,59
294,28-05-2018,11,17,61,135,61
295,31-05-2018,10,17,57,124,57
296,04-06-2018,9,15,52,144,52
297,07-06-2018,9,15,49,133,49
298,11-06-2018,9,15,56,128,56
299,14-06-2018,11,16,59,141,59
300,21-06-2018,8,12,51,132,51
301,25-06-2018,11,15,54,106,54
302,28-06-2018,9,14,52,97,52
303,02-07-2018,10,14,47,89,47
304,05-07-2018,10,15,50,94,50
305,09-07-2018,9,13,42,78,42
306,19-07-2018,11,15,48,100,48
307,23-07-2018,10,15,47,107,47
308,26-07-2018,14,18,55,127,55
309,30-07-2018,9,14,42,98,42
310,02-08-2018,10,15,48,124,48
311,06-08-2018,8,12,43,83,43
312,09-08-2018,11,14,48,104,48
313,13-08-2018,9,15,47,92,47
314,16-08-2018,11,19,53,121,53
315,20-08-2018,10,16,49,111,49
316,23-08-2018,11,17,51,124,51
317,27-08-2018,12,17,42,92,42
318,30-08-2018,10,16,47,99,47
319,03-09-2018,9,17,66,158,66
320,06-09-2018,10,18,69,165,69
321,10-09-2018,11,18,72,170,72
322,13-09-2018,9,15,70,156,70
323,17-09-2018,10,17,68,143,68
324,20-09-2018,10,18,78,158,78
325,24-09-2018,12,19,74,174,74
326,27-09-2018,9,17,64,153,64
327,01-10-2018,10,17,51,113,51
328,04-10-2018,11,18,54,119,54
329,08-10-2018,8,17,44,95,44
330,11-10-2018,9,18,47,105,47
331,15-10-2018,11,16,57,103,57
332,18-10-2018,10,14,53,93,53
333,22-10-2018,9,15,51,106,51
334,25-10-2018,10,16,53,117,53
335,29-10-2018,12,19,59,125,59
336,01-11-2018,11,17,52,109,52
337,05-11-2018,11,17,49,91,49
338,08-11-2018,7,11,35,90,35
339,12-11-2018,8,11,47,94,47
340,15-11-2018,9,13,50,106,50
341,19-11-2018,10,12,48,109,48
342,22-11-2018,11,13,53,119,53
343,26-11-2018,11,14,50,104,50
344,29-11-2018,11,15,55,113,55
345,03-12-2018,11,18,57,128,57
346,06-12-2018,11,19,59,134,59
347,10-12-2018,12,19,65,146,65
348,13-12-2018,12,21,70,156,70
349,17-12-2018,13,12,67,146,67
350,20-12-2018,13,22,70,158,70
351,24-12-2018,14,24,69,163,69
352,27-12-2018,14,25,73,176,73
353,02-01-2019,17,33,79,177,79
354,05-01-2019,18,33,82,195,82
355,09-01-2019,17,31,76,184,76
356,12-01-2019,17,28,73,169,73
357,16-01-2019,16,29,74,168,74
358,19-01-2019,16,28,71,161,71
359,23-01-2019,15,26,63,147,63
360,26-01-2019,16,27,66,159,66
361,30-01-2019,14,24,58,138,58
362,02-02-2019,16,24,61,149,61
363,06-02-2019,19,29,80,207,80
364,09-02-2019,18,27,76,192,76
365,13-02-2019,18,28,70,149,70
366,16-02-2019,19,31,74,160,74
367,20-02-2019,17,26,69,155,69
368,23-02-2019,16,23,64,143,64
369,27-02-2019,14,20,65,144,65
370,02-03-2019,12,16,53,126,53
371,06-03-2019,14,21,70,160,70
372,09-03-2019,15,21,74,168,74
373,13-03-2019,14,19,65,167,65
374,16-03-2019,13,18,62,157,62
375,20-03-2019,13,18,65,149,65
376,23-03-2019,15,23,74,188,74
377,27-03-2019,16,21,76,177,76
378,30-03-2019,15,19,70,160,70
379,03-04-2019,13,21,78,153,78
380,06-04-2019,10,18,70,139,70
381,10-04-2019,13,22,73,145,73
382,13-04-2019,12,20,68,134,68
383,17-04-2019,11,18,56,157,56
384,20-04-2019,12,22,62,176,62
385,24-04-2019,14,27,79,198,79
386,27-04-2019,13,25,75,182,75
387,01-05-2019,11,17,56,119,56
388,04-05-2019,14,22,71,165,71
389,08-05-2019,15,27,76,158,76
390,11-05-2019,16,28,79,171,79
391,15-05-2019,15,24,68,172,68
392,18-05-2019,13,22,63,152,63
393,22-05-2019,13,21,60,135,60
394,25-05-2019,13,20,58,126,58
395,29-05-2019,13,19,56,119,56
396,01-06-2019,12,18,53,111,53
397,05-06-2019,11,14,66,108,66
398,08-06-2019,10,13,58,97,58
399,12-06-2019,10,14,55,86,55
400,15-06-2019,11,15,58,95,58
401,19-06-2019,11,15,58,88,58
402,22-06-2019,8,12,41,72,41
403,26-06-2019,6,8,36,60,36
404,03-07-2019,8,13,52,90,52
405,06-07-2019,9,13,56,102,56
406,10-07-2019,7,12,46,89,46
407,13-07-2019,7,10,44,85,44
408,17-07-2019,9,12,41,83,41
409,20-07-2019,9,13,48,92,48
410,14-08-2019,7,11,41,69,41
411,17-08-2019,7,13,51,88,51
412,21-08-2019,10,14,51,101,51
413,24-08-2019,9,11,43,86,43
414,28-08-2019,9,15,56,123,56
415,31-08-2019,9,16,61,136,61
416,11-09-2019,10,18,61,113,61
417,14-09-2019,10,18,61,116,61
418,18-09-2019,10,20,58,98,58
419,21-09-2019,10,18,64,107,64
420,25-09-2019,12,25,56,102,56
421,28-09-2019,11,23,59,106,59
422,02-10-2019,8,19,53,108,53
423,05-10-2019,8,20,56,116,56
424,09-10-2019,12,20,58,115,58
425,12-10-2019,10,19,52,105,52
426,16-10-2019,13,21,57,119,57
427,19-10-2019,15,25,69,145,69
428,23-10-2019,13,21,52,110,52
429,26-10-2019,10,22,51,109,51
430,30-10-2019,9,18,63,119,63
431,02-11-2019,10,18,65,131,65
432,06-11-2019,9,15,47,119,47
433,09-11-2019,10,17,49,128,49
434,13-11-2019,11,18,53,142,53
435,16-11-2019,10,16,51,135,51
436,20-11-2019,11,17,55,149,55
437,23-11-2019,12,18,58,160,58
438,27-11-2019,12,15,54,163,54
439,30-11-2019,12,14,51,151,51
440,04-12-2019,12,17,51,127,51
441,07-12-2019,11,15,46,113,46
442,11-12-2019,13,21,60,148,60
443,14-12-2019,12,18,56,137,56
444,18-12-2019,10,16,57,152,57
445,21-12-2019,13,20,64,173,64
446,25-12-2019,11,16,55,126,55
447,28-12-2019,12,16,58,135,58
448,01-01-2020,18,36,75,181,75
449,04-01-2020,15,32,66,148,66
450,08-01-2020,19,38,78,188,78
451,11-01-2020,17,36,70,170,70
452,15-01-2020,19,36,79,169,79
453,18-01-2020,20,38,83,196,83
454,22-01-2020,19,31,78,172,78
455,25-01-2020,17,30,70,153,70
456,29-01-2020,17,32,69,173,69
457,01-02-2020,17,30,65,163,65
458,05-02-2020,17,32,68,178,68
459,08-02-2020,15,29,60,163,60
460,12-02-2020,16,30,71,171,71
461,15-02-2020,17,32,74,189,74
462,19-02-2020,15,30,65,167,65
463,22-02-2020,15,28,63,147,63
464,26-02-2020,15,27,66,135,66
465,29-02-2020,17,29,70,144,70
466,04-03-2020,14,19,67,181,67
467,07-03-2020,15,21,71,196,71
468,11-03-2020,12,18,62,162,62
469,14-03-2020,13,19,67,174,67
470,18-03-2020,12,17,58,158,58
471,21-03-2020,12,18,58,169,58
472,06-06-2020,8,10,39,99,39
473,10-06-2020,10,11,40,112,40
474,13-06-2020,9,10,36,102,36
475,24-06-2020,10,13,42,128,42
476,27-06-2020,11,14,44,138,44
477,01-07-2020,9,10,36,92,36
478,04-07-2020,10,11,33,69,33
479,08-07-2020,8,9,38,76,38
480,11-07-2020,9,11,42,88,42
481,15-07-2020,7,12,31,60,31
482,18-07-2020,7,10,35,65,35
483,22-07-2020,7,9,35,72,35
484,25-07-2020,6,9,31,64,31
485,29-07-2020,7,9,40,78,40
486,01-08-2020,8,10,41,88,41
487,08-08-2020,5,7,26,48,26
488,12-08-2020,7,10,33,60,33
489,22-08-2020,5,9,43,76,43
490,26-08-2020,6,10,38,73,38
491,29-08-2020,7,11,44,88,44
492,02-09-2020,7,8,33,59,33
493,05-09-2020,8,10,37,73,37
494,16-09-2020,9,10,36,72,36
495,23-09-2020,9,12,44,83,44
496,26-09-2020,9,12,44,83,44
497,30-09-2020,9,11,45,83,45
498,10-10-2020,10,15,46,79,46
499,17-10-2020,10,12,49,89,49
500,21-10-2020,10,15,53,102,53
501,24-10-2020,11,16,56,113,56
502,28-10-2020,9,15,51,98,51
503,31-10-2020,11,17,56,111,56
504,04-11-2020,10,14,49,105,49
505,07-11-2020,11,15,53,116,53
506,11-11-2020,11,16,53,124,53
507,14-11-2020,13,24,78,181,78
508,18-11-2020,9,15,49,94,49
509,21-11-2020,10,16,56,108,56
510,25-11-2020,11,13,49,101,49
511,28-11-2020,11,14,56,117,56
512,02-12-2020,9,15,54,110,54
513,05-12-2020,10,17,57,117,57
514,09-12-2020,10,17,55,101,55
515,12-12-2020,11,18,60,114,60
516,16-12-2020,11,19,59,123,59
517,19-12-2020,12,20,64,133,64
518,23-12-2020,10,18,55,115,55
519,26-12-2020,11,19,61,131,61
520,30-12-2020,10,17,52,122,52
521,02-01-2021,11,18,55,131,55
522,06-01-2021,8,15,47,101,47
523,09-01-2021,9,15,51,109,51
524,13-01-2021,12,17,56,134,56
525,16-01-2021,12,18,60,144,60
526,20-01-2021,12,19,58,138,58
527,23-01-2021,11,18,54,127,54
528,27-01-2021,13,20,63,165,63
529,03-02-2021,13,19,63,161,63
530,06-02-2021,13,19,68,173,68
531,10-02-2021,13,20,69,155,69
532,13-02-2021,14,21,73,180,73
533,17-02-2021,15,22,68,197,68
534,20-02-2021,14,19,63,172,63
535,24-02-2021,15,22,70,163,70
536,27-02-2021,14,20,65,154,65
537,03-03-2021,12,14,67,133,67
538,06-03-2021,12,16,69,142,69
539,10-03-2021,12,17,65,119,65
540,13-03-2021,11,16,61,113,61
541,17-03-2021,13,21,66,141,66
542,20-03-2021,15,22,71,151,71
543,24-03-2021,14,20,72,157,72
544,27-03-2021,15,20,77,168,77
545,31-03-2021,16,24,78,163,78
546,03-04-2021,15,22,68,144,68
547,07-04-2021,6,13,36,72,36
548,10-04-2021,10,16,47,95,47
549,14-04-2021,7,12,51,94,51
550,17-04-2021,6,11,49,88,49
551,21-04-2021,8,12,40,78,40
552,24-04-2021,9,13,4,87,16
553,28-04-2021,8,11,38,81,38
554,01-05-2021,8,12,44,94,44
555,05-05-2021,8,13,49,85,49
556,08-05-2021,7,11,47,84,47
557,12-05-2021,9,12,49,91,49
558,15-05-2021,9,12,54,98,54
559,19-05-2021,5,10,35,62,35
560,22-05-2021,6,9,31,53,31
561,26-05-2021,9,13,47,99,47
562,29-05-2021,10,14,52,108,52
563,03-07-2021,10,13,60,116,60
564,07-07-2021,8,13,54,90,54
565,10-07-2021,8,12,51,83,51
566,07-08-2021,6,10,41,63,41
567,11-08-2021,9,12,51,83,51
568,14-08-2021,6,10,46,79,46
569,18-08-2021,6,13,35,60,35
570,21-08-2021,8,12,40,81,40
571,25-08-2021,8,12,49,98,49
572,28-08-2021,7,14,48,99,48
573,01-09-2021,9,15,58,107,58
574,04-09-2021,8,13,48,81,48
575,08-09-2021,8,13,47,90,47
576,11-09-2021,8,14,51,101,51
577,15-09-2021,10,14,53,101,53
578,18-09-2021,12,17,61,124,61
579,22-09-2021,9,12,47,113,47
580,25-09-2021,10,14,53,124,53
581,29-09-2021,9,15,49,105,49
582,06-10-2021,10,17,56,123,56
583,09-10-2021,10,15,54,115,54
584,13-10-2021,11,16,49,124,49
585,16-10-2021,11,16,59,139,59
586,20-10-2021,11,15,55,116,55
587,23-10-2021,11,16,58,124,58
588,27-10-2021,11,16,59,122,59
589,30-10-2021,14,18,63,135,63
590,03-11-2021,13,17,70,103,70
591,06-11-2021,15,24,78,124,78
592,10-11-2021,16,22,74,115,74
593,13-11-2021,11,19,46,73,46
594,17-11-2021,12,23,53,112,53
595,20-11-2021,14,24,58,122,58
596,24-11-2021,12,17,36,78,36
597,27-11-2021,14,20,35,65,35
598,01-12-2021,12,22,60,91,60
599,04-12-2021,11,17,57,93,57
600,08-12-2021,9,18,52,108,52
601,11-12-2021,10,20,56,122,56
602,15-12-2021,10,18,60,108,60
603,18-12-2021,9,17,53,95,53
604,22-12-2021,9,17,45,85,45
605,25-12-2021,11,18,49,94,49
606,29-12-2021,10,20,57,117,57
607,01-01-2022,9,17,56,113,56
608,05-01-2022,8,17,55,99,55
609,08-01-2022,8,18,63,117,63
610,12-01-2022,9,15,47,87,47
611,15-01-2022,10,16,56,107,56
612,19-01-2022,10,18,53,92,53
613,22-01-2022,11,19,58,101,58
614,26-01-2022,7,15,43,94,43
615,29-01-2022,9,17,53,111,53
616,02-02-2022,8,17,61,117,61
617,05-02-2022,10,18,63,124,63
618,09-02-2022,9,16,59,110,59
619,12-02-2022,10,18,65,124,65
620,16-02-2022,8,16,58,119,58
621,19-02-2022,10,18,63,128,63
622,23-02-2022,10,16,55,105,55
623,26-02-2022,11,17,59,117,59
624,02-03-2022,9,17,58,116,58
625,05-03-2022,8,15,54,109,54
626,09-03-2022,10,18,60,120,60
627,12-03-2022,6,11,38,79,38
628,16-03-2022,9,19,53,118,53
629,19-03-2022,11,23,65,138,65
630,23-03-2022,9,16,58,115,58
631,26-03-2022,10,17,63,125,63
632,30-03-2022,8,16,53,117,53
633,02-04-2022,8,15,51,110,51
634,06-04-2022,9,18,53,118,53
635,09-04-2022,9,17,49,106,49
636,13-04-2022,8,17,52,101,52
637,16-04-2022,10,19,59,115,59
638,20-04-2022,11,17,57,115,57
639,23-04-2022,11,19,59,122,59
640,27-04-2022,9,17,51,105,51
641,30-04-2022,10,18,57,108,57
642,04-05-2022,11,17,40,101,40
643,07-05-2022,12,18,56,123,56
644,11-05-2022,12,17,53,112,53
645,14-05-2022,9,15,44,97,44
646,18-05-2022,10,16,56,105,56
647,21-05-2022,8,14,49,94,49
648,25-05-2022,12,17,56,111,56
649,28-05-2022,12,18,48,99,48
650,01-06-2022,9,16,51,94,51
651,04-06-2022,8,13,45,81,45
652,08-06-2022,8,13,49,88,49
653,11-06-2022,9,14,53,99,53
654,15-06-2022,8,15,47,86,47
655,18-06-2022,9,17,50,93,50
656,22-06-2022,7,13,42,74,42
657,25-06-2022,7,14,41,73,41
658,29-06-2022,5,12,41,74,41
659,20-07-2022,7,12,31,64,31
660,23-07-2022,6,11,34,65,34
661,27-07-2022,7,11,44,81,44
662,30-07-2022,6,10,41,76,41
663,03-08-2022,7,11,42,79,42
664,10-08-2022,7,13,44,78,44
665,17-08-2022,7,10,35,66,35
666,20-08-2022,8,11,46,85,46
667,24-08-2022,9,15,49,92,49
668,27-08-2022,6,13,36,68,36
669,31-08-2022,9,17,48,85,48
670,03-09-2022,7,16,49,94,49
671,07-09-2022,8,12,46,86,46
672,14-09-2022,8,13,38,74,38
673,17-09-2022,9,14,44,90,44
674,21-09-2022,8,13,43,65,43
675,24-09-2022,9,14,47,76,47
676,28-09-2022,9,14,51,89,51
677,01-10-2022,8,12,42,76,42
678,05-10-2022,6,11,41,80,41
679,08-10-2022,7,12,45,88,45
680,12-10-2022,6,13,29,56,29
681,15-10-2022,7,13,46,89,46
682,19-10-2022,6,9,36,68,36
683,22-10-2022,8,12,52,88,52
684,26-10-2022,8,14,51,103,51
685,29-10-2022,6,13,51,97,51
686,02-11-2022,9,12,47,104,47
687,05-11-2022,10,13,51,113,51
688,09-11-2022,10,15,46,99,46
689,12-11-2022,9,13,43,91,43
690,16-11-2022,9,14,42,85,42
691,19-11-2022,8,13,38,78,38
692,23-11-2022,11,17,52,101,52
693,26-11-2022,10,16,49,90,49
694,30-11-2022,10,15,49,95,49
695,03-12-2022,11,16,51,102,51
696,07-12-2022,9,16,53,112,53
697,10-12-2022,9,17,56,119,56
698,14-12-2022,10,13,44,92,44
699,17-12-2022,11,15,44,97,44
700,21-12-2022,10,14,45,108,45
701,24-12-2022,11,15,50,117,50
702,28-12-2022,12,16,53,121,53
703,31-12-2022,13,17,56,126,56
704,04-01-2023,10,13,47,98,47
705,07-01-2023,10,14,51,106,51
706,11-01-2023,9,13,50,113,50
707,14-01-2023,10,14,54,122,54
708,18-01-2023,11,15,56,109,56
709,21-01-2023,11,16,58,119,58
710,25-01-2023,11,16,60,115,60
711,28-01-2023,11,15,55,105,55
712,01-02-2023,10,13,53,98,53
713,04-02-2023,11,15,56,113,56
714,08-02-2023,10,14,51,106,51
715,11-02-2023,11,16,56,116,56
716,15-02-2023,9,13,46,99,46
717,18-02-2023,11,15,49,108,49
718,22-02-2023,9,14,53,110,53
719,25-02-2023,11,16,58,122,58
720,01-03-2023,11,15,60,124,60
721,04-03-2023,9,14,47,102,47
722,08-03-2023,9,14,44,98,44
723,11-03-2023,10,15,49,107,49
724,15-03-2023,11,16,56,116,56
725,18-03-2023,10,14,51,106,51
726,22-03-2023,10,15,55,111,55
727,25-03-2023,11,17,58,121,58
728,29-03-2023,12,17,62,126,62
729,19-06-2015,19,30,98,228,98
730,23-06-2015,16,26,90,240,90
731,26-06-2015,17,30,98,294,98
732,30-06-2015,18,34,105,328,103
733,03-07-2015,21,35,109,358,106
734,07-07-2015,22,40,114,383,109
735,10-07-2015,21,32,107,362,105
